department,promotion_name,media_type,sales_district,store_type,yearly_income,member_card,occupation,video_store,store_cost,unit_sales,SRP,net_weight,cost,store_sqft,promotion_period
21,1,7,7,0,6,0,3,1,3.6855,3,2.73,13.5,5329,30797.0,4
2,1,7,7,0,6,0,3,1,3.2096,4,2.36,20.2,5329,30797.0,4
9,1,7,7,0,6,0,3,1,2.2196,4,1.79,6.89,5329,30797.0,4
2,1,7,7,0,2,1,3,1,1.1532,2,1.86,10.5,5329,30797.0,4
12,1,7,7,0,2,1,3,1,1.8054,3,1.77,20.2,5329,30797.0,4
9,1,7,7,0,2,1,3,1,2.1912,4,1.66,18.6,5329,30797.0,4
16,1,7,7,0,2,1,3,1,0.8772,3,0.86,18.1,5329,30797.0,4
21,1,7,7,0,2,1,3,1,4.518,4,2.51,5.93,5329,30797.0,4
16,1,7,7,0,2,1,3,1,5.7,5,2.85,12.1,5329,30797.0,4
9,1,7,7,0,2,1,3,1,0.8184,4,0.66,7.77,5329,30797.0,4
9,1,7,7,0,2,1,3,1,1.611,2,1.79,6.89,5329,30797.0,4
0,1,7,7,0,0,2,2,1,3.318,4,2.37,9.0,5329,30797.0,4
12,1,7,7,0,0,2,2,1,4.1316,3,3.13,7.39,5329,30797.0,4
3,1,7,7,0,0,2,2,1,0.637,2,0.65,15.0,5329,30797.0,4
12,1,7,7,0,0,2,2,1,3.2364,3,3.48,13.3,5329,30797.0,4
16,1,7,7,0,0,2,2,1,2.28,2,2.85,12.1,5329,30797.0,4
5,1,7,7,0,0,2,2,1,1.9656,4,1.26,10.6,5329,30797.0,4
15,1,7,7,0,0,2,2,1,1.978,4,1.15,9.1,5329,30797.0,4
2,1,7,7,0,0,2,4,1,2.332,2,2.65,9.3,5329,30797.0,4
1,1,7,7,0,0,2,4,1,0.6402,2,0.97,8.8,5329,30797.0,4
4,1,7,7,0,4,0,4,1,1.8778,2,2.29,20.2,5329,30797.0,4
2,1,7,7,0,4,0,4,1,2.208,2,3.45,11.6,5329,30797.0,4
19,1,7,7,0,4,0,4,1,3.794,4,2.71,17.7,5329,30797.0,4
3,1,7,7,0,4,0,4,1,3.1488,4,2.46,18.3,5329,30797.0,4
3,1,7,7,0,4,0,4,1,1.7298,3,1.86,7.85,5329,30797.0,4
3,1,7,7,0,4,0,4,1,7.742,4,3.95,16.2,5329,30797.0,4
17,1,7,7,0,4,0,2,1,1.092,2,1.82,20.0,5329,30797.0,4
17,1,7,7,0,7,0,3,1,2.775,3,2.5,4.65,5329,30797.0,4
17,1,7,7,0,7,0,3,1,3.4848,3,2.64,5.42,5329,30797.0,4
1,1,7,7,0,7,0,3,1,2.5112,4,1.46,4.26,5329,30797.0,4
2,1,7,7,0,6,0,1,1,3.465,3,2.75,6.02,5329,30797.0,4
5,1,7,7,0,6,0,1,1,1.8048,4,1.41,7.71,5329,30797.0,4
5,1,7,7,0,6,0,1,1,6.56,4,3.28,14.2,5329,30797.0,4
14,1,7,7,0,6,0,1,1,1.786,2,1.9,15.3,5329,30797.0,4
17,1,7,7,0,6,0,1,1,2.5344,4,1.76,9.19,5329,30797.0,4
14,1,7,7,0,6,0,1,1,3.8412,3,2.91,7.51,5329,30797.0,4
1,1,7,7,0,6,0,1,1,4.4352,3,3.36,5.55,5329,30797.0,4
17,1,7,7,0,6,0,1,1,1.5872,2,2.56,14.0,5329,30797.0,4
17,1,7,7,0,6,0,1,1,1.9488,4,1.16,15.1,5329,30797.0,4
5,1,7,7,0,6,0,1,1,1.044,4,0.87,11.3,5329,30797.0,4
5,1,7,7,0,4,0,2,1,3.5733,3,2.77,19.7,5329,30797.0,4
12,1,7,7,0,4,0,2,1,0.5976,2,0.83,16.1,5329,30797.0,4
2,1,7,7,0,7,1,3,1,5.4,4,2.7,18.2,5329,30797.0,4
10,1,7,7,0,7,1,3,1,3.776,4,2.95,18.2,5329,30797.0,4
9,1,7,7,0,7,1,3,1,6.1992,4,3.69,13.3,5329,30797.0,4
2,1,7,7,0,7,1,3,1,2.2134,3,2.38,10.6,5329,30797.0,4
17,1,7,7,0,7,1,3,1,2.7477,3,2.13,8.1,5329,30797.0,4
20,1,7,7,0,7,1,3,1,2.8386,3,2.49,9.5,5329,30797.0,4
19,1,7,7,0,7,1,3,1,4.3656,4,3.21,17.7,5329,30797.0,4
19,1,7,7,0,7,1,3,1,7.2944,4,3.88,14.1,5329,30797.0,4
19,1,7,7,0,4,0,2,1,4.071,3,2.95,14.1,5329,30797.0,4
17,1,7,7,0,4,0,2,1,7.854,5,3.74,12.1,5329,30797.0,4
17,1,7,7,0,4,0,2,1,5.0616,4,3.42,19.6,5329,30797.0,4
5,1,7,7,0,7,0,3,1,4.596,3,3.83,13.1,5329,30797.0,4
8,1,7,7,0,7,0,3,1,3.2016,4,1.74,6.23,5329,30797.0,4
9,1,7,7,0,7,0,3,1,2.988,4,1.66,18.6,5329,30797.0,4
13,1,7,7,0,7,0,3,1,3.2844,3,2.38,8.69,5329,30797.0,4
2,1,7,7,0,7,0,3,1,5.346,3,3.96,14.5,5329,30797.0,4
5,1,7,7,0,7,0,3,1,1.5744,4,1.23,5.98,5329,30797.0,4
17,1,7,7,0,4,1,4,1,2.7888,4,1.66,7.77,5329,30797.0,4
12,1,7,7,0,4,1,4,1,5.5488,4,2.89,10.8,5329,30797.0,4
19,1,7,7,0,4,1,4,1,1.8176,2,2.84,6.92,5329,30797.0,4
12,1,7,7,0,4,1,4,1,4.2924,4,2.19,9.89,5329,30797.0,4
5,1,7,7,0,4,1,4,1,3.9556,4,3.19,12.1,5329,30797.0,4
11,1,7,7,0,4,1,4,1,0.7425,3,0.75,6.93,5329,30797.0,4
14,1,7,7,0,7,3,1,1,1.5429,3,1.39,18.7,5329,30797.0,4
10,1,7,7,0,4,0,1,1,1.5572,2,2.29,17.3,5329,30797.0,4
2,1,7,7,0,4,0,1,1,2.6064,3,1.81,4.69,5329,30797.0,4
10,1,7,7,0,4,0,1,1,2.2464,3,1.56,9.3,5329,30797.0,4
1,1,7,7,0,4,0,1,1,5.8604,4,2.99,11.5,5329,30797.0,4
17,1,7,7,0,4,0,4,1,1.8236,2,1.94,10.0,5329,30797.0,4
19,1,7,7,0,4,0,4,1,2.632,4,1.4,6.86,5329,30797.0,4
9,1,7,7,0,4,0,4,1,3.192,3,2.66,5.03,5329,30797.0,4
17,1,7,7,0,4,0,4,1,2.7195,3,1.85,19.7,5329,30797.0,4
19,1,7,7,0,4,0,4,1,1.9152,3,1.68,15.3,5329,30797.0,4
17,1,7,7,0,4,0,4,1,0.9546,3,0.74,7.68,5329,30797.0,4
7,1,7,7,0,4,0,4,1,2.16,3,1.6,15.3,5329,30797.0,4
3,1,7,7,0,4,0,4,1,2.5752,3,2.32,7.78,5329,30797.0,4
12,1,7,7,0,4,0,4,1,3.4888,4,1.78,17.0,5329,30797.0,4
14,1,7,7,0,4,0,4,1,1.9888,4,1.13,19.7,5329,30797.0,4
7,1,7,7,0,4,0,4,1,1.3959,3,0.99,10.6,5329,30797.0,4
5,1,7,7,0,4,0,4,1,7.7812,4,3.97,8.5,5329,30797.0,4
0,1,7,7,0,4,0,4,1,0.567,2,0.81,16.2,5329,30797.0,4
12,1,7,7,0,4,0,4,1,3.2256,3,2.24,16.6,5329,30797.0,4
17,1,7,7,0,4,0,4,1,5.48,4,2.74,7.85,5329,30797.0,4
2,1,7,7,0,4,0,4,1,3.1968,3,2.22,7.23,5329,30797.0,4
20,1,7,7,0,4,0,4,1,5.5076,4,2.81,17.6,5329,30797.0,4
2,1,7,7,0,0,0,2,1,2.596,2,2.95,18.7,5329,30797.0,4
19,1,7,7,0,0,0,2,1,0.954,2,1.59,4.17,5329,30797.0,4
2,1,7,7,0,0,0,2,1,1.8834,3,1.46,16.0,5329,30797.0,4
2,1,7,7,0,4,1,4,1,1.68,3,1.6,8.6,5329,30797.0,4
17,1,7,7,0,4,1,4,1,1.421,2,1.45,15.1,5329,30797.0,4
19,1,7,7,0,4,1,4,1,2.5584,4,1.64,6.05,5329,30797.0,4
12,1,7,7,0,4,1,4,1,1.2765,3,1.15,14.6,5329,30797.0,4
19,1,7,7,0,5,0,3,1,2.244,3,2.2,15.8,5329,30797.0,4
17,1,7,7,0,5,0,3,1,4.8504,4,2.82,7.75,5329,30797.0,4
13,1,7,7,0,5,0,3,1,5.3105,5,2.47,10.6,5329,30797.0,4
12,1,7,7,0,5,0,3,1,3.8184,3,2.96,11.6,5329,30797.0,4
17,1,7,7,0,4,0,4,1,3.3408,4,1.74,11.8,5329,30797.0,4
19,1,7,7,0,4,0,4,1,1.7094,3,1.54,6.71,5329,30797.0,4
13,1,7,7,0,4,0,4,1,2.364,3,1.97,10.5,5329,30797.0,4
12,1,7,7,0,4,0,4,1,2.4639,3,1.91,4.98,5329,30797.0,4
12,1,7,7,0,4,0,4,1,2.6532,3,2.68,10.8,5329,30797.0,4
12,1,7,7,0,4,0,4,1,1.0584,4,0.63,16.1,5329,30797.0,4
1,1,7,7,0,0,2,4,1,0.4914,2,0.63,9.6,5329,30797.0,4
3,1,7,7,0,0,2,4,1,0.581,2,0.83,11.1,5329,30797.0,4
1,1,7,7,0,6,0,3,1,4.5162,3,3.86,5.19,5329,30797.0,4
12,1,7,7,0,6,0,3,1,6.7896,4,3.69,17.6,5329,30797.0,4
12,1,7,7,0,6,0,3,1,4.9149,3,3.81,10.6,5329,30797.0,4
17,1,7,7,0,6,0,3,1,3.2688,3,2.27,10.1,5329,30797.0,4
10,1,7,7,0,6,0,3,1,2.0038,2,2.33,4.86,5329,30797.0,4
12,1,7,7,0,6,0,3,1,1.4616,4,0.87,8.19,5329,30797.0,4
19,1,7,7,0,6,0,3,1,1.4074,2,2.27,17.6,5329,30797.0,4
4,1,7,7,0,5,0,4,1,3.71,4,2.65,7.39,5329,30797.0,4
16,1,7,7,0,5,0,4,1,3.87,4,2.15,14.3,5329,30797.0,4
19,1,7,7,0,5,0,4,1,6.7304,4,3.58,12.3,5329,30797.0,4
3,1,7,7,0,5,0,4,1,4.208,4,2.63,11.5,5329,30797.0,4
17,1,7,7,0,5,0,4,1,2.6091,3,2.23,6.02,5329,30797.0,4
17,1,7,7,0,5,0,4,1,0.8214,3,0.74,14.1,5329,30797.0,4
19,1,7,7,0,5,0,4,1,4.4,4,2.2,6.27,5329,30797.0,4
17,1,7,7,0,5,0,4,1,2.5578,2,2.61,15.6,5329,30797.0,4
14,1,7,7,0,6,1,1,1,0.684,2,0.95,19.7,5329,30797.0,4
14,1,7,7,0,6,1,1,1,0.7242,3,0.71,7.6,5329,30797.0,4
14,1,7,7,0,6,1,1,1,4.347,3,3.45,5.86,5329,30797.0,4
16,1,7,7,0,6,1,1,1,1.6188,2,2.13,5.09,5329,30797.0,4
13,1,7,7,0,6,1,1,1,3.4827,3,2.47,10.6,5329,30797.0,4
5,1,7,7,0,6,1,1,1,1.08,3,0.8,13.0,5329,30797.0,4
19,1,7,7,0,4,0,4,1,0.9804,3,0.76,10.3,5329,30797.0,4
9,1,7,7,0,4,0,4,1,3.2058,3,2.74,17.2,5329,30797.0,4
21,1,7,7,0,4,0,4,1,1.204,4,0.7,16.6,5329,30797.0,4
12,1,7,7,0,4,0,4,1,1.472,2,1.6,9.89,5329,30797.0,4
1,1,7,7,0,4,0,4,1,2.3168,4,1.81,3.28,5329,30797.0,4
2,1,7,7,0,4,0,4,1,2.7306,2,3.33,11.6,5329,30797.0,4
2,1,7,7,0,4,0,4,1,2.3128,2,2.36,20.2,5329,30797.0,4
14,1,7,7,0,4,0,4,1,0.7424,2,1.16,19.8,5329,30797.0,4
10,1,7,7,0,4,0,4,1,2.9584,2,3.44,8.89,5329,30797.0,4
14,1,7,7,0,4,0,4,1,6.3296,4,3.68,17.8,5329,30797.0,4
2,1,7,7,0,4,0,4,1,1.3959,3,0.99,5.71,5329,30797.0,4
5,1,7,7,0,4,0,4,1,2.0592,4,1.17,12.5,5329,30797.0,4
14,1,7,7,0,4,0,4,1,0.6192,2,0.72,18.8,5329,30797.0,4
14,1,7,7,0,5,1,3,1,1.9188,3,1.64,4.63,5329,30797.0,4
12,1,7,7,0,5,1,3,1,2.2704,4,1.32,15.0,5329,30797.0,4
12,1,7,7,0,5,1,3,1,2.728,4,2.2,14.6,5329,30797.0,4
2,1,7,7,0,5,1,3,1,2.6788,4,1.81,5.63,5329,30797.0,4
11,1,7,7,0,5,1,3,1,6.528,5,3.84,16.7,5329,30797.0,4
4,1,7,7,0,5,1,3,1,2.2952,4,1.51,18.1,5329,30797.0,4
6,9,3,5,2,6,1,3,0,2.2815,5,1.17,16.7,12510,38382.0,1
17,9,3,5,2,6,1,3,0,2.6784,4,1.86,20.2,12510,38382.0,1
16,9,3,5,2,6,1,3,0,1.0707,3,0.83,13.6,12510,38382.0,1
20,9,3,5,2,6,1,3,0,2.409,2,3.65,8.1,12510,38382.0,1
19,9,3,5,2,6,1,3,0,5.4144,3,3.76,6.4,12510,38382.0,1
14,9,3,5,2,6,1,3,0,4.872,4,2.9,5.57,12510,38382.0,1
5,9,3,5,2,6,1,3,0,3.836,4,2.74,15.7,12510,38382.0,1
5,9,3,5,2,5,1,3,0,1.9006,2,2.21,16.2,12510,38382.0,1
16,9,3,5,2,5,1,3,0,0.5236,2,0.77,9.39,12510,38382.0,1
19,9,3,5,2,6,1,1,0,1.5159,3,1.63,10.5,12510,38382.0,1
17,9,3,5,2,6,1,1,0,3.096,4,2.58,11.6,12510,38382.0,1
14,9,3,5,2,6,1,1,0,7.584,4,3.95,5.23,12510,38382.0,1
9,9,3,5,2,6,1,1,0,4.0434,3,2.93,19.7,12510,38382.0,1
14,9,3,5,2,0,2,2,0,2.3436,4,1.89,16.0,12510,38382.0,1
13,9,3,5,2,0,2,4,0,4.4616,4,3.38,10.6,12510,38382.0,1
17,9,3,5,2,0,2,4,0,1.7391,3,1.87,13.6,12510,38382.0,1
17,9,3,5,2,0,2,4,0,2.46,4,1.5,7.98,12510,38382.0,1
14,9,3,5,2,4,1,2,0,6.068,4,3.7,18.7,12510,38382.0,1
14,9,3,5,2,4,1,2,0,1.8462,3,1.81,5.09,12510,38382.0,1
10,9,3,5,2,4,1,2,0,3.6456,4,1.86,4.15,12510,38382.0,1
19,9,3,5,2,4,1,2,0,1.419,2,1.65,6.31,12510,38382.0,1
18,9,3,5,2,4,1,2,0,3.2643,3,2.79,6.92,12510,38382.0,1
0,9,3,5,2,4,1,2,0,3.3792,4,1.92,17.8,12510,38382.0,1
10,9,3,5,2,4,1,2,0,1.8156,3,1.78,13.3,12510,38382.0,1
12,9,3,5,2,2,0,1,0,2.31,3,2.2,14.6,12510,38382.0,1
3,9,3,5,2,1,0,3,0,2.88,4,1.8,7.03,12510,38382.0,1
10,9,3,5,2,1,0,3,0,1.57,2,1.57,5.13,12510,38382.0,1
5,9,3,5,2,1,0,3,0,1.1544,4,0.78,8.0,12510,38382.0,1
10,9,3,5,2,1,0,3,0,1.5552,3,1.44,5.67,12510,38382.0,1
19,9,3,5,2,1,0,3,0,2.4336,2,3.38,10.6,12510,38382.0,1
5,9,3,5,2,1,0,3,0,1.7388,3,1.26,10.6,12510,38382.0,1
20,9,3,5,2,1,0,3,0,0.8692,4,0.53,5.88,12510,38382.0,1
14,9,3,5,2,0,2,2,0,5.772,4,3.7,11.3,12510,38382.0,1
3,9,3,5,2,0,2,2,0,0.9546,2,1.29,4.73,12510,38382.0,1
20,9,3,5,2,0,2,2,0,2.3042,2,2.81,6.11,12510,38382.0,1
12,9,3,5,2,4,0,4,0,1.8336,2,1.91,4.98,12510,38382.0,1
14,9,3,5,2,4,0,4,0,2.2374,3,2.26,11.1,12510,38382.0,1
12,9,3,5,2,4,0,4,0,2.2444,4,1.81,18.8,12510,38382.0,1
17,9,3,5,2,4,0,4,0,4.386,3,3.4,18.0,12510,38382.0,1
14,9,3,5,2,4,0,4,0,3.6176,4,2.38,11.6,12510,38382.0,1
14,9,3,5,2,4,0,4,0,2.2724,2,2.47,11.6,12510,38382.0,1
17,9,3,5,2,4,0,4,0,2.928,4,2.44,10.6,12510,38382.0,1
19,9,3,5,2,4,0,2,0,3.5505,3,2.63,15.1,12510,38382.0,1
17,9,3,5,2,4,0,2,0,2.2796,4,1.39,17.3,12510,38382.0,1
10,9,3,5,2,4,0,2,0,0.9024,3,0.64,5.78,12510,38382.0,1
19,9,3,5,2,4,0,2,0,1.9845,3,1.35,14.3,12510,38382.0,1
2,9,3,5,2,4,0,2,0,1.656,3,1.2,13.3,12510,38382.0,1
19,9,3,5,2,4,0,2,0,2.226,3,2.12,15.0,12510,38382.0,1
9,9,3,5,2,4,0,0,0,4.384,4,2.74,17.2,12510,38382.0,1
9,9,3,5,2,4,0,0,0,2.3562,3,2.31,13.5,12510,38382.0,1
10,9,3,5,2,4,0,0,0,0.7452,3,0.54,12.6,12510,38382.0,1
9,27,11,17,0,4,1,4,1,3.3345,3,2.47,11.1,7724,23112.0,2
17,27,11,17,0,4,1,4,1,2.1736,4,1.43,17.1,7724,23112.0,2
13,27,11,17,0,4,1,4,1,1.1592,3,0.92,19.6,7724,23112.0,2
17,27,11,17,0,4,1,4,1,3.978,4,2.21,4.48,7724,23112.0,2
17,27,11,17,0,4,1,4,1,0.6364,2,0.74,14.1,7724,23112.0,2
4,27,11,17,0,4,1,4,1,0.6364,2,0.86,7.39,7724,23112.0,2
13,27,11,17,0,4,1,4,1,3.7548,3,2.98,8.6,7724,23112.0,2
5,27,11,17,0,0,2,2,1,2.9108,2,3.83,13.1,7724,23112.0,2
19,27,11,17,0,0,2,2,1,3.3333,3,2.71,17.7,7724,23112.0,2
11,27,11,17,0,0,2,2,1,1.9332,3,1.79,12.1,7724,23112.0,2
9,27,11,17,0,4,1,4,1,1.666,4,0.85,12.8,7724,23112.0,2
5,27,11,17,0,4,1,4,1,2.7639,3,2.49,5.02,7724,23112.0,2
11,27,11,17,0,4,1,4,1,5.2272,3,3.63,14.1,7724,23112.0,2
13,27,11,17,0,5,0,3,1,2.1896,2,2.38,8.69,7724,23112.0,2
17,27,11,17,0,5,0,3,1,1.4448,2,1.72,9.3,7724,23112.0,2
19,27,11,17,0,4,0,4,1,2.3688,3,1.68,9.5,7724,23112.0,2
19,27,11,17,0,4,0,4,1,3.0186,3,2.58,14.1,7724,23112.0,2
2,27,11,17,0,4,3,2,1,2.7918,3,1.98,17.8,7724,23112.0,2
13,27,11,17,0,4,3,2,1,3.3264,4,1.89,13.5,7724,23112.0,2
17,27,11,17,0,4,3,2,1,0.6954,3,0.61,7.32,7724,23112.0,2
3,27,11,17,0,4,3,2,1,3.0816,3,2.14,11.6,7724,23112.0,2
14,27,11,17,0,4,3,2,1,3.456,3,2.4,12.5,7724,23112.0,2
13,27,11,17,0,4,3,2,1,1.773,3,1.97,17.8,7724,23112.0,2
19,27,11,17,0,4,3,2,1,2.3712,4,1.52,10.3,7724,23112.0,2
11,27,11,17,0,5,0,2,1,4.032,4,2.8,12.6,7724,23112.0,2
17,27,11,17,0,5,0,2,1,1.4355,3,1.45,15.1,7724,23112.0,2
17,27,11,17,0,5,0,2,1,2.691,5,1.17,6.22,7724,23112.0,2
19,27,11,17,0,5,0,2,1,2.0424,2,2.22,8.69,7724,23112.0,2
21,27,11,17,0,5,0,2,1,4.137,3,3.94,11.3,7724,23112.0,2
11,27,11,17,0,5,0,2,1,3.8148,3,3.74,19.2,7724,23112.0,2
0,27,11,17,0,5,0,2,1,4.8384,3,3.36,9.0,7724,23112.0,2
3,27,11,17,0,5,0,2,1,1.136,2,1.42,7.13,7724,23112.0,2
19,27,11,17,0,5,0,2,1,2.3436,2,2.79,7.63,7724,23112.0,2
13,27,11,17,0,5,0,2,1,2.001,3,1.45,7.64,7724,23112.0,2
1,27,11,17,0,4,0,4,1,4.7376,4,2.82,5.44,7724,23112.0,2
12,27,11,17,0,4,0,4,1,3.396,3,2.83,18.2,7724,23112.0,2
9,27,11,17,0,4,0,4,1,1.058,2,1.15,19.7,7724,23112.0,2
4,27,11,17,0,4,0,4,1,1.544,2,1.93,15.1,7724,23112.0,2
5,27,11,17,0,4,0,4,1,3.2148,3,2.82,19.2,7724,23112.0,2
13,27,11,17,0,4,0,4,1,1.6761,3,1.51,10.0,7724,23112.0,2
0,27,11,17,0,4,0,4,1,4.033,5,2.18,6.35,7724,23112.0,2
1,27,11,17,0,0,2,2,1,1.3986,3,1.26,9.3,7724,23112.0,2
10,27,11,17,0,0,2,2,1,7.74,5,3.44,8.89,7724,23112.0,2
17,27,11,17,0,0,2,2,1,3.3152,4,2.59,7.77,7724,23112.0,2
9,27,11,17,0,5,0,3,1,0.6392,2,0.94,5.42,7724,23112.0,2
20,27,11,17,0,5,0,3,1,3.18,5,1.59,19.7,7724,23112.0,2
2,27,11,17,0,5,0,3,1,5.088,4,2.65,9.3,7724,23112.0,2
14,27,11,17,0,6,2,1,1,5.715,3,3.81,13.8,7724,23112.0,2
17,27,11,17,0,4,0,2,1,2.7968,4,1.84,6.05,7724,23112.0,2
16,27,11,17,0,4,0,2,1,3.234,3,2.45,14.0,7724,23112.0,2
17,27,11,17,0,4,0,2,1,2.0055,3,1.91,19.7,7724,23112.0,2
17,27,11,17,0,4,0,2,1,0.8541,3,0.73,16.7,7724,23112.0,2
0,27,11,17,0,4,0,2,1,3.024,4,2.16,13.2,7724,23112.0,2
17,27,11,17,0,4,0,2,1,2.622,2,3.45,6.51,7724,23112.0,2
5,27,11,17,0,4,0,2,1,1.9584,3,1.36,18.7,7724,23112.0,2
19,27,11,17,0,4,3,2,1,1.872,3,1.6,7.89,7724,23112.0,2
17,27,11,17,0,4,3,2,1,2.6607,3,1.81,17.8,7724,23112.0,2
17,27,11,17,0,4,3,2,1,0.651,3,0.7,5.36,7724,23112.0,2
19,27,11,17,0,4,3,2,1,2.4822,3,1.97,18.0,7724,23112.0,2
5,27,11,17,0,4,3,2,1,5.9712,4,3.11,12.8,7724,23112.0,2
12,27,11,17,0,4,3,2,1,1.1718,3,1.26,18.7,7724,23112.0,2
17,27,11,17,0,4,3,2,1,4.356,4,3.63,6.47,7724,23112.0,2
12,27,11,17,0,4,3,2,1,1.8117,3,1.83,6.43,7724,23112.0,2
0,27,11,17,0,4,3,2,1,1.0692,3,0.81,16.2,7724,23112.0,2
17,27,11,17,0,3,3,1,1,3.22,5,1.84,6.05,7724,23112.0,2
9,27,11,17,0,3,3,1,1,2.664,4,1.8,18.3,7724,23112.0,2
19,27,11,17,0,3,3,1,1,2.5704,2,3.78,17.8,7724,23112.0,2
19,27,11,17,0,3,3,1,1,1.419,5,0.66,9.19,7724,23112.0,2
17,27,11,17,0,2,0,3,1,3.3345,3,2.85,11.0,7724,23112.0,2
12,27,11,17,0,0,2,2,1,2.3944,4,1.46,5.57,7724,23112.0,2
12,27,11,17,0,4,0,3,1,0.5782,2,0.59,16.2,7724,23112.0,2
9,27,11,17,0,4,0,3,1,3.4314,3,2.66,20.2,7724,23112.0,2
14,27,11,17,0,4,0,3,1,1.6833,3,1.81,5.09,7724,23112.0,2
19,27,11,17,0,4,0,3,1,3.321,3,2.7,12.3,7724,23112.0,2
9,27,11,17,0,4,0,3,1,1.2936,2,1.47,5.4,7724,23112.0,2
17,27,11,17,0,4,0,3,1,1.9734,2,2.53,15.7,7724,23112.0,2
3,27,11,17,0,4,0,3,1,2.2869,3,2.31,16.8,7724,23112.0,2
2,27,11,17,0,4,0,3,1,1.5096,2,2.22,7.23,7724,23112.0,2
19,27,11,17,0,0,2,4,1,1.085,2,1.55,17.0,7724,23112.0,2
19,27,11,17,0,0,2,4,1,3.0672,3,2.84,6.92,7724,23112.0,2
20,27,11,17,0,0,2,4,1,2.3373,3,1.59,19.7,7724,23112.0,2
4,27,11,17,0,0,2,4,1,1.449,3,1.38,5.92,7724,23112.0,2
9,27,11,17,0,5,0,3,1,4.2192,3,2.93,7.57,7724,23112.0,2
10,27,11,17,0,5,0,3,1,1.0416,2,1.68,10.1,7724,23112.0,2
0,27,11,17,0,5,0,3,1,1.8432,3,1.92,17.8,7724,23112.0,2
12,27,11,17,0,5,0,3,1,3.4888,4,1.78,17.0,7724,23112.0,2
15,27,11,17,0,5,0,3,1,2.052,3,1.9,8.3,7724,23112.0,2
17,27,11,17,0,5,0,3,1,2.4,3,1.6,10.6,7724,23112.0,2
12,27,11,17,0,5,0,3,1,4.4346,3,3.89,10.3,7724,23112.0,2
16,27,11,17,0,4,0,1,1,3.01,4,2.15,14.3,7724,23112.0,2
5,27,11,17,0,4,0,1,1,1.6512,3,1.28,4.17,7724,23112.0,2
12,27,11,17,0,4,0,1,1,1.806,3,1.72,15.7,7724,23112.0,2
19,27,11,17,0,5,3,3,1,4.224,3,3.2,16.8,7724,23112.0,2
19,27,11,17,0,5,3,3,1,2.1516,4,1.63,10.5,7724,23112.0,2
19,27,11,17,0,5,3,3,1,1.386,3,1.32,12.1,7724,23112.0,2
17,27,11,17,0,5,3,3,1,0.6992,2,0.92,9.69,7724,23112.0,2
6,27,11,17,0,5,3,3,1,1.428,3,1.4,15.8,7724,23112.0,2
17,27,11,17,0,5,3,3,1,3.5772,3,2.71,11.8,7724,23112.0,2
17,27,11,17,0,5,3,3,1,4.7376,3,3.36,15.7,7724,23112.0,2
17,27,11,17,0,5,3,3,1,1.4874,3,1.34,8.3,7724,23112.0,2
13,27,11,17,0,3,1,3,1,1.968,3,1.6,17.7,7724,23112.0,2
9,27,11,17,0,3,1,3,1,1.2573,3,1.27,17.7,7724,23112.0,2
19,27,11,17,0,3,1,3,1,1.6848,3,1.44,19.2,7724,23112.0,2
14,27,11,17,0,3,1,3,1,7.62,4,3.81,18.6,7724,23112.0,2
21,27,11,17,0,3,1,3,1,4.8528,3,3.37,19.8,7724,23112.0,2
4,27,11,17,0,3,1,3,1,3.705,3,2.47,6.86,7724,23112.0,2
14,27,11,17,0,3,1,3,1,2.5137,3,1.71,8.1,7724,23112.0,2
3,27,11,17,0,4,0,2,1,2.2464,3,2.34,14.7,7724,23112.0,2
19,27,11,17,0,4,0,2,1,3.3592,4,2.21,14.5,7724,23112.0,2
17,27,11,17,0,6,0,3,1,1.8576,3,1.29,17.3,7724,23112.0,2
14,27,11,17,0,6,0,3,1,6.3,4,3.15,8.38,7724,23112.0,2
5,27,11,17,0,6,0,3,1,1.8612,2,2.82,19.2,7724,23112.0,2
12,27,11,17,0,6,0,3,1,2.0336,4,1.64,18.7,7724,23112.0,2
9,27,11,17,0,6,0,3,1,1.7472,3,1.82,6.71,7724,23112.0,2
10,27,11,17,0,6,0,3,1,2.6048,4,1.76,19.8,7724,23112.0,2
13,27,11,17,0,4,0,4,1,0.6912,4,0.54,16.2,7724,23112.0,2
3,27,11,17,0,4,0,4,1,3.0192,3,2.96,13.8,7724,23112.0,2
2,27,11,17,0,4,0,4,1,5.1528,4,3.39,5.71,7724,23112.0,2
2,27,11,17,0,4,0,4,1,4.92,5,2.46,3.76,7724,23112.0,2
17,27,11,17,0,4,0,4,1,4.8752,4,2.77,16.5,7724,23112.0,2
17,27,11,17,0,4,0,4,1,4.152,5,1.73,12.1,7724,23112.0,2
5,27,11,17,0,4,0,4,1,3.184,4,1.99,14.7,7724,23112.0,2
10,27,11,17,0,4,0,4,1,6.4545,5,3.31,11.5,7724,23112.0,2
9,27,11,17,0,4,0,4,1,1.6647,3,1.79,6.89,7724,23112.0,2
2,27,11,17,0,4,0,4,1,2.97,5,1.35,16.3,7724,23112.0,2
17,27,11,17,0,0,2,4,1,2.1682,2,2.93,9.89,7724,23112.0,2
12,27,11,17,0,0,2,4,1,3.5547,3,2.89,10.8,7724,23112.0,2
17,27,11,17,0,0,2,4,1,2.9295,3,2.17,14.6,7724,23112.0,2
17,27,11,17,0,0,2,4,1,3.804,3,3.17,18.1,7724,23112.0,2
